Amp1      ,Amp2      ,P1             ,Phi1      ,Phi2      ,Trend               ,Quad                ,Offset    ,Scale     ,OffDrop   ,AmpInc    ,OffNSop   ,Lower     
fuv1=[ 0.19913  , 0.14480  ,  3.2723e+07   , 0.54370  , 1.27933  ,  2.823825331e-08   ,  5.565496120e-16   , -0.56225 ,   0.39637,   0.50569,   6.94904,  -0.31521,   0.67487]
fuv2=[ 0.26918  , 0.23566  ,  3.1663e+07   , 0.38259  , 0.90217  ,  2.786470308e-08   ,  4.106935317e-16   , -0.53430 ,   0.47735,   0.50117,   3.02370,  -0.26421,   0.46792]
fuv3=[ 1.66190  , 1.65028  ,  3.1598e+07   , 0.33395  , 0.87970  ,  2.950928092e-08   ,  1.172285904e-15   , -0.79679 ,   0.26362,   0.39690,   0.74515,  -0.79772,    0.7293]
fuv4=[ 0.29538  , 0.24399  ,  3.1834e+07   , 0.45036  , 0.97379  ,  1.780588577e-08   ,  9.721873005e-16   , -0.56098 ,   0.27379,   0.36324,   5.74233,  -0.46278,   0.61661]
nuv1=[ 0.59551  , 0.58039  ,  3.1623e+07   , 0.31894  , -0.10164 ,  4.864613730e-09   ,  1.965050468e-16   , -0.21553 ,   0.30711,   0.65922,   0.41951,   0.15758,   0.10528]
nuv2=[ 0.73677  , 0.71360  ,  3.1678e+07   , 0.32173  , 0.90213  ,  3.628361175e-09   ,  2.705657871e-16   , -0.22346 ,   0.25043,   0.52243,   0.34925,   0.12250,   0.18663]
nuv3=[ 0.26866  , 0.25760  ,  3.1642e+07   , 0.33179  , 0.90792  ,  9.925564841e-09   ,  3.196431148e-16   , -0.12061 ,   0.53280,   0.70957,   0.42352,  -0.56649,   0.23798]
nuv4=[ 0.45487  , 0.47105  ,  3.1673e+07   , 0.33360  , 0.91236  ,  8.643166770e-09   ,  3.127617451e-16   , -0.26015 ,   0.41705,   0.54119,   0.22998,  -0.33821,   0.26014]
