Amp1      ,Amp2      ,P1             ,Phi1      ,Phi2      ,Trend               ,Quad                ,Offset    ,Scale     ,OffDrop   ,AmpInc    ,OffNSop   ,Lower     
fuv1=[ 0.22751  , 0.13582  ,  3.2898e+07   , 0.55336  , 1.29287  ,  2.724821732e-08   ,  5.922724039e-16   , -0.53520 ,   0.25892,   0.37826,   9.58678,   0.51273,   0.67487]
fuv2=[ 0.28405  , 0.22782  ,  3.1761e+07   , 0.39463  , 0.91922  ,  2.726109985e-08   ,  4.380741231e-16   , -0.52228 ,   0.32913,   0.30626,   4.28409,   0.45041,   0.46792]
fuv3=[ 1.69207  , 1.60713  ,  3.1639e+07   , 0.34199  , 0.88585  ,  2.824948545e-08   ,  1.228028666e-15   , -0.78264 ,   0.13225,   0.25882,   1.03253,   0.70610,    0.7293]
fuv4=[ 0.31885  , 0.23326  ,  3.2102e+07   , 0.46550  , 1.02935  ,  1.574275241e-08   ,  1.038776060e-15   , -0.48969 ,   0.14341,   0.26262,   8.01600,   0.77325,   0.61661]
nuv1=[ 0.59508  , 0.55764  ,  3.1600e+07   , 0.32013  , -0.10834 ,  4.706548171e-09   ,  2.077349939e-16   , -0.20976 ,   0.19724,   0.49964,   0.60454,   0.31718,   0.10528]
nuv2=[ 0.73669  , 0.68072  ,  3.1624e+07   , 0.32102  , 0.88868  ,  3.354337545e-09   ,  2.866320664e-16   , -0.21248 ,   0.14328,   0.40644,   0.58667,   0.29108,   0.18663]
nuv3=[ 0.27051  , 0.25247  ,  3.1610e+07   , 0.33885  , 0.89473  ,  9.409966154e-09   ,  3.672346497e-16   , -0.10599 ,   0.23109,   0.21723,   1.02751,   0.10365,   0.23798]
nuv4=[ 0.45593  , 0.45128  ,  3.1626e+07   , 0.33509  , 0.90171  ,  8.337784755e-09   ,  3.418901087e-16   , -0.25099 ,   0.23615,   0.28125,   0.53626,   0.03761,   0.26014]
