Amp1      ,Amp2      ,P1             ,Phi1      ,Phi2      ,Trend               ,Quad                ,Offset    ,Scale     ,OffDrop   ,AmpInc    ,OffNSop   ,Lower     
fuv1=[ 0.08291  , 0.24432  ,  2.9557e+07   , 0.01754  , -0.15162 ,  3.943809662e+03   ,  6.220927142e-16   , 11.33986 ,   0.13202,   0.17022,  12.66423,   1.59281,   0.67487]
fuv2=[ 0.23336  , 0.29017  ,  3.0629e+07   , 0.10962  , 0.38384  ,  2.675696634e-08   ,  4.677465979e-16   , 10.48515 ,   0.18394,   0.14506,   3.85901,   1.42579,   0.46792]
fuv3=[ 1.82801  , 1.93955  ,  3.1111e+07   , 0.20525  , 0.62842  ,  2.686365601e-08   ,  1.274132917e-15   , 14.93634 ,   0.05733,   0.18035,   0.98069,   1.98472,    0.7293]
fuv4=[ 0.21757  , 0.31268  ,  2.9961e+07   , -0.09287 , 0.02687  ,  1.481538540e-08   ,  1.078909025e-15   , 12.33155 ,   0.06972,   0.18831,   7.88246,   1.75345,   0.61661]
nuv1=[ 0.60238  , 0.62409  ,  3.0789e+07   , 0.11764  , -0.53556 ,  4.955533291e-09   ,  2.128058178e-16   , 2.31701  ,   0.10147,   0.31489,   0.59089,   0.54497,   0.10528]
nuv2=[ 0.70788  , 0.80078  ,  3.0827e+07   , 0.12828  , 0.48040  ,  3.595992386e-09   ,  2.904600543e-16   , 2.42444  ,   0.09162,   0.28383,   0.54390,   0.44284,   0.18663]
nuv3=[ 0.28395  , 0.31689  ,  3.0867e+07   , 0.15171  , 0.50863  ,  9.349879026e-09   ,  3.898948800e-16   , 4.30940  ,   0.10903,   0.11569,   1.55508,   0.62288,   0.23798]
nuv4=[ 0.43976  , 0.51045  ,  3.0839e+07   , 0.14703  , 0.48595  ,  8.468853620e-09   ,  3.593957898e-16   , 3.80590  ,   0.12187,   0.15326,   0.66889,   0.46980,   0.26014]
