#2019/09 Number Pass = 74 (97.3684%)
                               file                  time    pass    total5   exptime
            NUV20190904_122407.fits   2019/09/04T12:24:07       1        20      0.05
            NUV20190904_122427.fits   2019/09/04T12:24:27       1        30      1.02
            NUV20190904_122436.fits   2019/09/04T12:24:36       1        32      5.02
            NUV20190904_122523.fits   2019/09/04T12:25:23       1        53     30.02
            NUV20190904_122900.fits   2019/09/04T12:29:00       1         4      0.06
            NUV20190904_122929.fits   2019/09/04T12:29:29       1        12      1.03
            NUV20190904_122936.fits   2019/09/04T12:29:36       1        42      5.02
            NUV20190904_123024.fits   2019/09/04T12:30:24       1        52     30.02
            NUV20190904_123407.fits   2019/09/04T12:34:07       1         5      0.05
            NUV20190904_123421.fits   2019/09/04T12:34:21       1        17      1.03
            NUV20190904_123436.fits   2019/09/04T12:34:36       1        36      5.02
            NUV20190904_123526.fits   2019/09/04T12:35:26       1        58     30.02
            NUV20190904_123908.fits   2019/09/04T12:39:08       1         9      0.05
            NUV20190904_123929.fits   2019/09/04T12:39:29       1        39      1.04
            NUV20190904_123935.fits   2019/09/04T12:39:35       1        44      5.02
            NUV20190904_124024.fits   2019/09/04T12:40:24       1        54     30.02
            NUV20190904_124408.fits   2019/09/04T12:44:08       1        18      0.05
            NUV20190904_124428.fits   2019/09/04T12:44:28       1        37      1.03
            NUV20190904_124436.fits   2019/09/04T12:44:36       1        36      5.02
            NUV20190904_124522.fits   2019/09/04T12:45:22       1        36     30.02
            NUV20190904_124907.fits   2019/09/04T12:49:07       1        57      0.05
            NUV20190904_124920.fits   2019/09/04T12:49:20       1        94      1.04
            NUV20190904_124935.fits   2019/09/04T12:49:35       1       174      5.02
            NUV20190904_125024.fits   2019/09/04T12:50:24       1       157     30.02
            NUV20190904_125407.fits   2019/09/04T12:54:07       1        26      0.05
            NUV20190904_125428.fits   2019/09/04T12:54:28       1       159      1.03
            NUV20190904_125436.fits   2019/09/04T12:54:36       1        78      5.02
            NUV20190904_125524.fits   2019/09/04T12:55:24       1        61     30.02
            NUV20190904_125907.fits   2019/09/04T12:59:07       1        42      0.05
            NUV20190904_125928.fits   2019/09/04T12:59:28       1        69      1.03
            NUV20190904_125935.fits   2019/09/04T12:59:35       1        78      5.02
            NUV20190904_130023.fits   2019/09/04T13:00:23       1        49     30.02
            NUV20190904_130407.fits   2019/09/04T13:04:07       1       252      0.05
            NUV20190904_130420.fits   2019/09/04T13:04:20       0       877      1.05
            NUV20190904_130436.fits   2019/09/04T13:04:36       0       501      5.02
            NUV20190904_130524.fits   2019/09/04T13:05:24       1       178     30.02
            NUV20190904_130907.fits   2019/09/04T13:09:07       1        27      0.05
            NUV20190904_130923.fits   2019/09/04T13:09:23       1        42      1.05
            NUV20190904_130935.fits   2019/09/04T13:09:35       1        77      5.02
            NUV20190904_131023.fits   2019/09/04T13:10:23       1        38     30.02
            NUV20190904_131400.fits   2019/09/04T13:14:00       1        14      0.05
            NUV20190904_131429.fits   2019/09/04T13:14:29       1        52      1.04
            NUV20190904_131436.fits   2019/09/04T13:14:36       1        48      5.02
            NUV20190904_131525.fits   2019/09/04T13:15:25       1        50     30.02
            NUV20190904_131901.fits   2019/09/04T13:19:01       1        11      0.06
            NUV20190904_131929.fits   2019/09/04T13:19:29       1        21      1.03
            NUV20190904_131936.fits   2019/09/04T13:19:36       1        38      5.02
            NUV20190904_132024.fits   2019/09/04T13:20:24       1        67     30.02
            NUV20190904_132400.fits   2019/09/04T13:24:00       1        13      0.05
            NUV20190904_132421.fits   2019/09/04T13:24:21       1        51      1.05
            NUV20190904_132435.fits   2019/09/04T13:24:35       1        42      5.02
            NUV20190904_132523.fits   2019/09/04T13:25:23       1        55     30.02
            NUV20190904_132908.fits   2019/09/04T13:29:08       1         4      0.05
            NUV20190904_132922.fits   2019/09/04T13:29:22       1        17      1.04
            NUV20190904_132935.fits   2019/09/04T13:29:35       1        44      5.02
            NUV20190904_133024.fits   2019/09/04T13:30:24       1        27     30.02
            NUV20190904_133400.fits   2019/09/04T13:34:00       1         5      0.06
            NUV20190904_133427.fits   2019/09/04T13:34:27       1        32      1.02
            NUV20190904_133435.fits   2019/09/04T13:34:35       1        51      5.02
            NUV20190904_133524.fits   2019/09/04T13:35:24       1        32     30.02
            NUV20190904_133908.fits   2019/09/04T13:39:08       1        40      0.05
            NUV20190904_133923.fits   2019/09/04T13:39:23       1       134      1.05
            NUV20190904_133936.fits   2019/09/04T13:39:36       1       108      5.02
            NUV20190904_134023.fits   2019/09/04T13:40:23       1       143     30.02
            NUV20190904_134408.fits   2019/09/04T13:44:08       1        44      0.05
            NUV20190904_134429.fits   2019/09/04T13:44:29       1        96      1.03
            NUV20190904_134436.fits   2019/09/04T13:44:36       1        72      5.02
            NUV20190904_134522.fits   2019/09/04T13:45:22       1        54     30.02
            NUV20190904_134909.fits   2019/09/04T13:49:09       1        46      0.05
            NUV20190904_134923.fits   2019/09/04T13:49:23       1        70      1.05
            NUV20190904_134936.fits   2019/09/04T13:49:36       1        93      5.02
            NUV20190904_135025.fits   2019/09/04T13:50:25       1        41     30.02
            NUV20190904_135409.fits   2019/09/04T13:54:09       1        34      0.05
            NUV20190904_135421.fits   2019/09/04T13:54:21       1       142      1.05
            NUV20190904_135436.fits   2019/09/04T13:54:36       1       139      5.02
            NUV20190904_135523.fits   2019/09/04T13:55:23       1       129     30.02
