#2019/01 Number Pass = 76 (100.000%)
                               file                  time    pass    total5   exptime
            NUV20190116_233222.fits   2019/01/16T23:32:22       1        80      0.05
            NUV20190116_233232.fits   2019/01/16T23:32:32       1       110      1.02
            NUV20190116_233241.fits   2019/01/16T23:32:41       1       102      5.02
            NUV20190116_233337.fits   2019/01/16T23:33:37       1        54     30.02
            NUV20190116_233721.fits   2019/01/16T23:37:21       1        56      0.05
            NUV20190116_233734.fits   2019/01/16T23:37:34       1        96      1.04
            NUV20190116_233741.fits   2019/01/16T23:37:41       1        68      5.02
            NUV20190116_233838.fits   2019/01/16T23:38:38       1        70     30.02
            NUV20190116_234223.fits   2019/01/16T23:42:23       1       111      0.06
            NUV20190116_234238.fits   2019/01/16T23:42:38       1       146      1.05
            NUV20190116_234249.fits   2019/01/16T23:42:49       1        93      5.02
            NUV20190116_234337.fits   2019/01/16T23:43:37       1        69     30.02
            NUV20190116_234722.fits   2019/01/16T23:47:22       1        49      0.05
            NUV20190116_234735.fits   2019/01/16T23:47:35       1       102      1.05
            NUV20190116_234740.fits   2019/01/16T23:47:40       1        86      5.02
            NUV20190116_234830.fits   2019/01/16T23:48:30       1        60     30.02
            NUV20190116_235227.fits   2019/01/16T23:52:27       1        44      0.09
            NUV20190116_235238.fits   2019/01/16T23:52:38       1        52      1.05
            NUV20190116_235249.fits   2019/01/16T23:52:49       1        89      5.02
            NUV20190116_235338.fits   2019/01/16T23:53:38       1        57     30.02
            NUV20190116_235723.fits   2019/01/16T23:57:23       1        10      0.06
            NUV20190116_235734.fits   2019/01/16T23:57:34       1        32      1.05
            NUV20190116_235741.fits   2019/01/16T23:57:41       1        70      5.02
            NUV20190116_235838.fits   2019/01/16T23:58:38       1        90     30.02
            NUV20190117_000222.fits   2019/01/17T00:02:22       1        14      0.05
            NUV20190117_000233.fits   2019/01/17T00:02:33       1        64      1.03
            NUV20190117_000240.fits   2019/01/17T00:02:40       1        96      5.02
            NUV20190117_000338.fits   2019/01/17T00:03:38       1       100     30.02
            NUV20190117_003947.fits   2019/01/17T00:39:47       1        27      0.09
            NUV20190117_003956.fits   2019/01/17T00:39:56       1       110      1.04
            NUV20190117_004019.fits   2019/01/17T00:40:19       1        94      5.02
            NUV20190117_004108.fits   2019/01/17T00:41:08       1        58     30.02
            NUV20190117_004441.fits   2019/01/17T00:44:41       1        10      0.05
            NUV20190117_004452.fits   2019/01/17T00:44:52       1        53      1.02
            NUV20190117_004511.fits   2019/01/17T00:45:11       1        60      5.02
            NUV20190117_004608.fits   2019/01/17T00:46:08       1        61     30.02
            NUV20190117_004944.fits   2019/01/17T00:49:44       1        10      0.06
            NUV20190117_004955.fits   2019/01/17T00:49:55       1        26      1.05
            NUV20190117_005011.fits   2019/01/17T00:50:11       1        53      5.02
            NUV20190117_005108.fits   2019/01/17T00:51:08       1        64     30.02
            NUV20190117_005442.fits   2019/01/17T00:54:42       1        13      0.05
            NUV20190117_005455.fits   2019/01/17T00:54:55       1        25      1.05
            NUV20190117_005511.fits   2019/01/17T00:55:11       1        46      5.02
            NUV20190117_005608.fits   2019/01/17T00:56:08       1        50     30.02
            NUV20190117_005944.fits   2019/01/17T00:59:44       1        12      0.06
            NUV20190117_005955.fits   2019/01/17T00:59:55       1        55      1.05
            NUV20190117_010019.fits   2019/01/17T01:00:19       1        49      5.02
            NUV20190117_010108.fits   2019/01/17T01:01:08       1        49     30.02
            NUV20190117_010442.fits   2019/01/17T01:04:42       1        26      0.05
            NUV20190117_010455.fits   2019/01/17T01:04:55       1        55      1.05
            NUV20190117_010519.fits   2019/01/17T01:05:19       1        48      5.02
            NUV20190117_010608.fits   2019/01/17T01:06:08       1        42     30.02
            NUV20190117_010941.fits   2019/01/17T01:09:41       1        21      0.05
            NUV20190117_010953.fits   2019/01/17T01:09:53       1       173      1.03
            NUV20190117_011011.fits   2019/01/17T01:10:11       1        95      5.02
            NUV20190117_011108.fits   2019/01/17T01:11:08       1        70     30.02
            NUV20190117_011444.fits   2019/01/17T01:14:44       1        39      0.06
            NUV20190117_011456.fits   2019/01/17T01:14:56       1        91      1.04
            NUV20190117_011519.fits   2019/01/17T01:15:19       1        96      5.02
            NUV20190117_011607.fits   2019/01/17T01:16:07       1        70     30.02
            NUV20190117_011943.fits   2019/01/17T01:19:43       1        39      0.06
            NUV20190117_011955.fits   2019/01/17T01:19:55       1       117      1.03
            NUV20190117_012010.fits   2019/01/17T01:20:10       1        87      5.02
            NUV20190117_012107.fits   2019/01/17T01:21:07       1        39     30.02
            NUV20190117_012444.fits   2019/01/17T01:24:44       1        38      0.06
            NUV20190117_012458.fits   2019/01/17T01:24:58       1       141      1.05
            NUV20190117_012510.fits   2019/01/17T01:25:10       1        72      5.02
            NUV20190117_012609.fits   2019/01/17T01:26:09       1        55     30.02
            NUV20190117_012944.fits   2019/01/17T01:29:44       1        48      0.05
            NUV20190117_012952.fits   2019/01/17T01:29:52       1       103      1.02
            NUV20190117_013011.fits   2019/01/17T01:30:11       1        67      5.02
            NUV20190117_013108.fits   2019/01/17T01:31:08       1        43     30.02
            NUV20190117_013442.fits   2019/01/17T01:34:42       1        13      0.05
            NUV20190117_013455.fits   2019/01/17T01:34:55       1        72      1.03
            NUV20190117_013510.fits   2019/01/17T01:35:10       1        70      5.02
            NUV20190117_013608.fits   2019/01/17T01:36:08       1        71     30.02
