#2022/09 Number Pass = 76 (100.000%)
                               file                  time    pass    total5   exptime
            NUV20220929_013858.fits   2022/09/29T01:38:58       1        12      0.05
            NUV20220929_013908.fits   2022/09/29T01:39:08       1        57      1.02
            NUV20220929_013915.fits   2022/09/29T01:39:15       1        67      5.02
            NUV20220929_014003.fits   2022/09/29T01:40:03       1        84     30.02
            NUV20220929_014357.fits   2022/09/29T01:43:57       1         9      0.05
            NUV20220929_014409.fits   2022/09/29T01:44:09       1        27      1.04
            NUV20220929_014415.fits   2022/09/29T01:44:15       1        68      5.02
            NUV20220929_014503.fits   2022/09/29T01:45:03       1        90     30.02
            NUV20220929_014857.fits   2022/09/29T01:48:57       1        14      0.05
            NUV20220929_014903.fits   2022/09/29T01:49:03       1        44      1.05
            NUV20220929_014915.fits   2022/09/29T01:49:15       1        67      5.02
            NUV20220929_015006.fits   2022/09/29T01:50:06       1        92     30.02
            NUV20220929_015357.fits   2022/09/29T01:53:57       1        14      0.05
            NUV20220929_015400.fits   2022/09/29T01:54:00       1        69      1.05
            NUV20220929_015415.fits   2022/09/29T01:54:15       1        63      5.02
            NUV20220929_015503.fits   2022/09/29T01:55:03       1        81     30.02
            NUV20220929_015857.fits   2022/09/29T01:58:57       1        11      0.05
            NUV20220929_015903.fits   2022/09/29T01:59:03       1        79      1.05
            NUV20220929_015916.fits   2022/09/29T01:59:16       1        61      5.02
            NUV20220929_020004.fits   2022/09/29T02:00:04       1        55     30.02
            NUV20220929_020359.fits   2022/09/29T02:03:59       1        38      0.06
            NUV20220929_020409.fits   2022/09/29T02:04:09       1        90      1.03
            NUV20220929_020416.fits   2022/09/29T02:04:16       1        83      5.02
            NUV20220929_020505.fits   2022/09/29T02:05:05       1        65     30.02
            NUV20220929_020858.fits   2022/09/29T02:08:58       1        84      0.05
            NUV20220929_020903.fits   2022/09/29T02:09:03       1        63      1.05
            NUV20220929_020916.fits   2022/09/29T02:09:16       1        74      5.02
            NUV20220929_021004.fits   2022/09/29T02:10:04       1        69     30.02
            NUV20220929_021351.fits   2022/09/29T02:13:51       1        23      0.07
            NUV20220929_021409.fits   2022/09/29T02:14:09       1        86      1.02
            NUV20220929_021416.fits   2022/09/29T02:14:16       1        79      5.02
            NUV20220929_021504.fits   2022/09/29T02:15:04       1        64     30.02
            NUV20220929_021857.fits   2022/09/29T02:18:57       1        57      0.05
            NUV20220929_021903.fits   2022/09/29T02:19:03       1        93      1.05
            NUV20220929_021915.fits   2022/09/29T02:19:15       1       109      5.02
            NUV20220929_022003.fits   2022/09/29T02:20:03       1        79     30.02
            NUV20220929_022359.fits   2022/09/29T02:23:59       1        48      0.05
            NUV20220929_022408.fits   2022/09/29T02:24:08       1        55      1.02
            NUV20220929_022416.fits   2022/09/29T02:24:16       1        70      5.02
            NUV20220929_022503.fits   2022/09/29T02:25:03       1        38     30.02
            NUV20220929_022859.fits   2022/09/29T02:28:59       1         8      0.05
            NUV20220929_022902.fits   2022/09/29T02:29:02       1        29      1.04
            NUV20220929_022916.fits   2022/09/29T02:29:16       1        66      5.02
            NUV20220929_023005.fits   2022/09/29T02:30:05       1        93     30.02
            NUV20220929_023350.fits   2022/09/29T02:33:50       1        19      0.06
            NUV20220929_023400.fits   2022/09/29T02:34:00       1        28      1.04
            NUV20220929_023416.fits   2022/09/29T02:34:16       1        71      5.02
            NUV20220929_023506.fits   2022/09/29T02:35:06       1       100     30.02
            NUV20220929_023859.fits   2022/09/29T02:38:59       1         9      0.08
            NUV20220929_023900.fits   2022/09/29T02:39:00       1        34      1.05
            NUV20220929_023916.fits   2022/09/29T02:39:16       1        65      5.02
            NUV20220929_024005.fits   2022/09/29T02:40:05       1        94     30.02
            NUV20220929_024359.fits   2022/09/29T02:43:59       1        36      0.05
            NUV20220929_024402.fits   2022/09/29T02:44:02       1        57      1.05
            NUV20220929_024415.fits   2022/09/29T02:44:15       1        64      5.02
            NUV20220929_024505.fits   2022/09/29T02:45:05       1        86     30.02
            NUV20220929_024852.fits   2022/09/29T02:48:52       1        24      0.09
            NUV20220929_024909.fits   2022/09/29T02:49:09       1       111      1.02
            NUV20220929_024916.fits   2022/09/29T02:49:16       1        89      5.02
            NUV20220929_025006.fits   2022/09/29T02:50:06       1        67     30.02
            NUV20220929_025357.fits   2022/09/29T02:53:57       1        41      0.05
            NUV20220929_025409.fits   2022/09/29T02:54:09       1        64      1.03
            NUV20220929_025416.fits   2022/09/29T02:54:16       1        87      5.02
            NUV20220929_025502.fits   2022/09/29T02:55:02       1        53     30.02
            NUV20220929_025859.fits   2022/09/29T02:58:59       1        32      0.05
            NUV20220929_025902.fits   2022/09/29T02:59:02       1       114      1.04
            NUV20220929_025916.fits   2022/09/29T02:59:16       1        73      5.02
            NUV20220929_030006.fits   2022/09/29T03:00:06       1        75     30.02
            NUV20220929_030357.fits   2022/09/29T03:03:57       1        17      0.05
            NUV20220929_030403.fits   2022/09/29T03:04:03       1        53      1.05
            NUV20220929_030416.fits   2022/09/29T03:04:16       1        75      5.02
            NUV20220929_030505.fits   2022/09/29T03:05:05       1        55     30.02
            NUV20220929_030857.fits   2022/09/29T03:08:57       1        48      0.05
            NUV20220929_030903.fits   2022/09/29T03:09:03       1        93      1.05
            NUV20220929_030916.fits   2022/09/29T03:09:16       1        93      5.02
            NUV20220929_031006.fits   2022/09/29T03:10:06       1        80     30.02
