#2021/03 Number Pass = 74 (97.3684%)
                               file                  time    pass    total5   exptime
            NUV20210317_115652.fits   2021/03/17T11:56:52       1       207      0.05
            NUV20210317_115708.fits   2021/03/17T11:57:08       0       427      1.02
            NUV20210317_115727.fits   2021/03/17T11:57:27       1       215      5.02
            NUV20210317_115805.fits   2021/03/17T11:58:05       1        70     30.02
            NUV20210317_120159.fits   2021/03/17T12:01:59       1         6      0.05
            NUV20210317_120200.fits   2021/03/17T12:02:00       1        29      1.02
            NUV20210317_120228.fits   2021/03/17T12:02:28       1        60      5.02
            NUV20210317_120306.fits   2021/03/17T12:03:06       1        71     30.02
            NUV20210317_120652.fits   2021/03/17T12:06:52       1        22      0.09
            NUV20210317_120703.fits   2021/03/17T12:07:03       1        48      1.03
            NUV20210317_120728.fits   2021/03/17T12:07:28       1        55      5.02
            NUV20210317_120806.fits   2021/03/17T12:08:06       1        53     30.02
            NUV20210317_121159.fits   2021/03/17T12:11:59       1        14      0.05
            NUV20210317_121203.fits   2021/03/17T12:12:03       1        62      1.04
            NUV20210317_121228.fits   2021/03/17T12:12:28       1        79      5.02
            NUV20210317_121304.fits   2021/03/17T12:13:04       1        58     30.02
            NUV20210317_121651.fits   2021/03/17T12:16:51       1        36      0.07
            NUV20210317_121703.fits   2021/03/17T12:17:03       1        94      1.05
            NUV20210317_121727.fits   2021/03/17T12:17:27       1        73      5.02
            NUV20210317_121806.fits   2021/03/17T12:18:06       1        52     30.02
            NUV20210317_122151.fits   2021/03/17T12:21:51       1        25      0.06
            NUV20210317_122205.fits   2021/03/17T12:22:05       1        77      1.04
            NUV20210317_122227.fits   2021/03/17T12:22:27       1        80      5.02
            NUV20210317_122306.fits   2021/03/17T12:23:06       1        47     30.02
            NUV20210317_122651.fits   2021/03/17T12:26:51       1        49      0.06
            NUV20210317_122702.fits   2021/03/17T12:27:02       1        72      1.02
            NUV20210317_122727.fits   2021/03/17T12:27:27       1       108      5.02
            NUV20210317_122804.fits   2021/03/17T12:28:04       1        45     30.02
            NUV20210317_123159.fits   2021/03/17T12:31:59       1        55      0.05
            NUV20210317_123203.fits   2021/03/17T12:32:03       1       106      1.05
            NUV20210317_123227.fits   2021/03/17T12:32:27       1        72      5.02
            NUV20210317_123307.fits   2021/03/17T12:33:07       1        61     30.02
            NUV20210317_123659.fits   2021/03/17T12:36:59       1        21      0.05
            NUV20210317_123701.fits   2021/03/17T12:37:01       1        45      1.02
            NUV20210317_123726.fits   2021/03/17T12:37:26       1        62      5.02
            NUV20210317_123806.fits   2021/03/17T12:38:06       1        71     30.02
            NUV20210317_124150.fits   2021/03/17T12:41:50       1         5      0.05
            NUV20210317_124202.fits   2021/03/17T12:42:02       1        36      1.05
            NUV20210317_124228.fits   2021/03/17T12:42:28       1        54      5.02
            NUV20210317_124306.fits   2021/03/17T12:43:06       1        73     30.02
            NUV20210317_124650.fits   2021/03/17T12:46:50       1        12      0.05
            NUV20210317_124702.fits   2021/03/17T12:47:02       1        27      1.02
            NUV20210317_124726.fits   2021/03/17T12:47:26       1        48      5.02
            NUV20210317_124805.fits   2021/03/17T12:48:05       1        46     30.02
            NUV20210317_125150.fits   2021/03/17T12:51:50       1         7      0.05
            NUV20210317_125202.fits   2021/03/17T12:52:02       1        26      1.02
            NUV20210317_125228.fits   2021/03/17T12:52:28       1        48      5.02
            NUV20210317_125307.fits   2021/03/17T12:53:07       1        73     30.02
            NUV20210317_125650.fits   2021/03/17T12:56:50       1         4      0.06
            NUV20210317_125703.fits   2021/03/17T12:57:03       1        27      1.04
            NUV20210317_125727.fits   2021/03/17T12:57:27       1        63      5.02
            NUV20210317_125806.fits   2021/03/17T12:58:06       1        69     30.02
            NUV20210317_130152.fits   2021/03/17T13:01:52       1        34      0.06
            NUV20210317_130203.fits   2021/03/17T13:02:03       1        85      1.04
            NUV20210317_130226.fits   2021/03/17T13:02:26       1        93      5.02
            NUV20210317_130306.fits   2021/03/17T13:03:06       1        75     30.02
            NUV20210317_130652.fits   2021/03/17T13:06:52       1        26      0.08
            NUV20210317_130703.fits   2021/03/17T13:07:03       1       141      1.03
            NUV20210317_130726.fits   2021/03/17T13:07:26       1        84      5.02
            NUV20210317_130805.fits   2021/03/17T13:08:05       1        46     30.02
            NUV20210317_131159.fits   2021/03/17T13:11:59       1        49      0.05
            NUV20210317_131202.fits   2021/03/17T13:12:02       1        95      1.04
            NUV20210317_131227.fits   2021/03/17T13:12:27       1        85      5.02
            NUV20210317_131305.fits   2021/03/17T13:13:05       1        59     30.02
            NUV20210317_131659.fits   2021/03/17T13:16:59       1       144      0.05
            NUV20210317_131703.fits   2021/03/17T13:17:03       0       282      1.04
            NUV20210317_131726.fits   2021/03/17T13:17:26       1       126      5.02
            NUV20210317_131806.fits   2021/03/17T13:18:06       1        76     30.02
            NUV20210317_132150.fits   2021/03/17T13:21:50       1        26      0.06
            NUV20210317_132203.fits   2021/03/17T13:22:03       1        47      1.05
            NUV20210317_132227.fits   2021/03/17T13:22:27       1        66      5.02
            NUV20210317_132304.fits   2021/03/17T13:23:04       1        32     30.02
            NUV20210317_132659.fits   2021/03/17T13:26:59       1        15      0.05
            NUV20210317_132703.fits   2021/03/17T13:27:03       1        20      1.05
            NUV20210317_132728.fits   2021/03/17T13:27:28       1        61      5.02
            NUV20210317_132806.fits   2021/03/17T13:28:06       1        66     30.02
