#2019/08 Number Pass = 75 (98.6842%)
                               file                  time    pass    total5   exptime
            FUV20190807_122351.fits   2019/08/07T12:23:51       1        25      0.13
            FUV20190807_122419.fits   2019/08/07T12:24:19       1       102      1.02
            FUV20190807_122439.fits   2019/08/07T12:24:39       1        70      5.02
            FUV20190807_122545.fits   2019/08/07T12:25:45       1        72     30.02
            FUV20190807_122854.fits   2019/08/07T12:28:54       1        60      0.13
            FUV20190807_122915.fits   2019/08/07T12:29:15       1       163      1.02
            FUV20190807_122937.fits   2019/08/07T12:29:37       1        85      5.02
            FUV20190807_123045.fits   2019/08/07T12:30:45       1        58     30.02
            FUV20190807_123353.fits   2019/08/07T12:33:53       1        12      0.13
            FUV20190807_123419.fits   2019/08/07T12:34:19       1        76      1.02
            FUV20190807_123437.fits   2019/08/07T12:34:37       1        85      5.02
            FUV20190807_123547.fits   2019/08/07T12:35:47       1        65     30.02
            FUV20190807_123853.fits   2019/08/07T12:38:53       1        28      0.13
            FUV20190807_123919.fits   2019/08/07T12:39:19       1       127      1.02
            FUV20190807_123939.fits   2019/08/07T12:39:39       1       111      5.02
            FUV20190807_124046.fits   2019/08/07T12:40:46       1        75     30.02
            FUV20190807_124353.fits   2019/08/07T12:43:53       1        51      0.13
            FUV20190807_124419.fits   2019/08/07T12:44:19       1       139      1.02
            FUV20190807_124438.fits   2019/08/07T12:44:38       1       103      5.02
            FUV20190807_124546.fits   2019/08/07T12:45:46       1        57     30.02
            FUV20190807_124853.fits   2019/08/07T12:48:53       1        28      0.13
            FUV20190807_124919.fits   2019/08/07T12:49:19       1        27      1.02
            FUV20190807_124938.fits   2019/08/07T12:49:38       1        56      5.02
            FUV20190807_125046.fits   2019/08/07T12:50:46       1        70     30.02
            FUV20190807_125353.fits   2019/08/07T12:53:53       1         4      0.13
            FUV20190807_125419.fits   2019/08/07T12:54:19       1        22      1.02
            FUV20190807_125438.fits   2019/08/07T12:54:38       1        56      5.02
            FUV20190807_125546.fits   2019/08/07T12:55:46       1        55     30.02
            FUV20190807_125853.fits   2019/08/07T12:58:53       1         7      0.13
            FUV20190807_125910.fits   2019/08/07T12:59:10       1        16      1.02
            FUV20190807_125938.fits   2019/08/07T12:59:38       1        59      5.02
            FUV20190807_130046.fits   2019/08/07T13:00:46       1        45     30.02
            FUV20190807_130353.fits   2019/08/07T13:03:53       1         5      0.13
            FUV20190807_130419.fits   2019/08/07T13:04:19       1        27      1.02
            FUV20190807_130438.fits   2019/08/07T13:04:38       1        56      5.02
            FUV20190807_130545.fits   2019/08/07T13:05:45       1        45     30.02
            FUV20190807_130853.fits   2019/08/07T13:08:53       1        10      0.13
            FUV20190807_130919.fits   2019/08/07T13:09:19       1        41      1.02
            FUV20190807_130938.fits   2019/08/07T13:09:38       1        49      5.02
            FUV20190807_131047.fits   2019/08/07T13:10:47       1        49     30.02
            FUV20190807_131352.fits   2019/08/07T13:13:52       1        19      0.13
            FUV20190807_131419.fits   2019/08/07T13:14:19       1        65      1.02
            FUV20190807_131438.fits   2019/08/07T13:14:38       1        81      5.02
            FUV20190807_131545.fits   2019/08/07T13:15:45       1        63     30.02
            FUV20190807_131854.fits   2019/08/07T13:18:54       1        31      0.13
            FUV20190807_131910.fits   2019/08/07T13:19:10       1        82      1.02
            FUV20190807_131938.fits   2019/08/07T13:19:38       1        88      5.02
            FUV20190807_132046.fits   2019/08/07T13:20:46       0        46     30.02
            FUV20190807_132351.fits   2019/08/07T13:23:51       1        55      0.14
            FUV20190807_132410.fits   2019/08/07T13:24:10       1       105      1.02
            FUV20190807_132439.fits   2019/08/07T13:24:39       1        75      5.02
            FUV20190807_132545.fits   2019/08/07T13:25:45       1        51     30.02
            FUV20190807_132852.fits   2019/08/07T13:28:52       1        57      0.14
            FUV20190807_132919.fits   2019/08/07T13:29:19       1        83      1.02
            FUV20190807_132937.fits   2019/08/07T13:29:37       1       100      5.02
            FUV20190807_133046.fits   2019/08/07T13:30:46       1        66     30.02
            FUV20190807_133353.fits   2019/08/07T13:33:53       1        94      0.13
            FUV20190807_133419.fits   2019/08/07T13:34:19       1       119      1.02
            FUV20190807_133438.fits   2019/08/07T13:34:38       1       101      5.02
            FUV20190807_133546.fits   2019/08/07T13:35:46       1        58     30.02
            FUV20190807_133853.fits   2019/08/07T13:38:53       1        14      0.13
            FUV20190807_133919.fits   2019/08/07T13:39:19       1        32      1.02
            FUV20190807_133939.fits   2019/08/07T13:39:39       1        48      5.02
            FUV20190807_134047.fits   2019/08/07T13:40:47       1        61     30.02
            FUV20190807_134352.fits   2019/08/07T13:43:52       1        39      0.13
            FUV20190807_134419.fits   2019/08/07T13:44:19       1        24      1.02
            FUV20190807_134438.fits   2019/08/07T13:44:38       1        58      5.02
            FUV20190807_134546.fits   2019/08/07T13:45:46       1        56     30.02
            FUV20190807_134853.fits   2019/08/07T13:48:53       1         9      0.13
            FUV20190807_134919.fits   2019/08/07T13:49:19       1        35      1.02
            FUV20190807_134937.fits   2019/08/07T13:49:37       1        53      5.02
            FUV20190807_135045.fits   2019/08/07T13:50:45       1        50     30.02
            FUV20190807_135351.fits   2019/08/07T13:53:51       1        18      0.13
            FUV20190807_135419.fits   2019/08/07T13:54:19       1        17      1.02
            FUV20190807_135437.fits   2019/08/07T13:54:37       1        59      5.02
            FUV20190807_135545.fits   2019/08/07T13:55:45       1        72     30.02
