#2020/09 Number Pass = 147 (97.3510%)
                               file                  time    pass    total5   exptime
            FUV20200902_135712.fits   2020/09/02T13:57:12       1         7      0.15
            FUV20200902_135737.fits   2020/09/02T13:57:37       1        23      1.03
            FUV20200902_135754.fits   2020/09/02T13:57:54       1        54      5.02
            FUV20200902_135902.fits   2020/09/02T13:59:02       1        66     30.02
            FUV20200902_140211.fits   2020/09/02T14:02:11       1        10      0.13
            FUV20200902_140237.fits   2020/09/02T14:02:37       1        54      1.02
            FUV20200902_140255.fits   2020/09/02T14:02:55       1        65      5.02
            FUV20200902_140403.fits   2020/09/02T14:04:03       1        49     30.02
            FUV20200902_140717.fits   2020/09/02T14:07:17       1        90      0.13
            FUV20200902_140736.fits   2020/09/02T14:07:36       1       127      1.02
            FUV20200902_140754.fits   2020/09/02T14:07:54       1       105      5.02
            FUV20200902_140902.fits   2020/09/02T14:09:02       1        77     30.02
            FUV20200902_141219.fits   2020/09/02T14:12:19       1        51      0.13
            FUV20200902_141236.fits   2020/09/02T14:12:36       1       177      1.02
            FUV20200902_141254.fits   2020/09/02T14:12:54       1       113      5.02
            FUV20200902_141402.fits   2020/09/02T14:14:02       1        64     30.02
            FUV20200902_141719.fits   2020/09/02T14:17:19       1       148      0.14
            FUV20200902_141737.fits   2020/09/02T14:17:37       1        98      1.02
            FUV20200902_141754.fits   2020/09/02T14:17:54       1       109      5.02
            FUV20200902_141903.fits   2020/09/02T14:19:03       1        78     30.02
            FUV20200902_142217.fits   2020/09/02T14:22:17       1        40      0.13
            FUV20200902_142237.fits   2020/09/02T14:22:37       1       151      1.02
            FUV20200902_142255.fits   2020/09/02T14:22:55       1       107      5.02
            FUV20200902_142402.fits   2020/09/02T14:24:02       1        53     30.02
            FUV20200902_142711.fits   2020/09/02T14:27:11       1        23      0.13
            FUV20200902_142737.fits   2020/09/02T14:27:37       1        62      1.02
            FUV20200902_142755.fits   2020/09/02T14:27:55       1        89      5.02
            FUV20200902_142903.fits   2020/09/02T14:29:03       1        72     30.02
            FUV20200902_143210.fits   2020/09/02T14:32:10       1         5      0.14
            FUV20200902_143237.fits   2020/09/02T14:32:37       1        71      1.02
            FUV20200902_143256.fits   2020/09/02T14:32:56       1        74      5.02
            FUV20200902_143402.fits   2020/09/02T14:34:02       1        82     30.02
            FUV20200902_143711.fits   2020/09/02T14:37:11       0         5      0.13
            FUV20200902_143736.fits   2020/09/02T14:37:36       1        22      1.02
            FUV20200902_143754.fits   2020/09/02T14:37:54       1        65      5.02
            FUV20200902_143903.fits   2020/09/02T14:39:03       1        72     30.02
            FUV20200902_144217.fits   2020/09/02T14:42:17       1        10      0.13
            FUV20200902_144237.fits   2020/09/02T14:42:37       1        16      1.02
            FUV20200902_144254.fits   2020/09/02T14:42:54       1        58      5.02
            FUV20200902_144403.fits   2020/09/02T14:44:03       1        48     30.02
            FUV20200902_144711.fits   2020/09/02T14:47:11       1        12      0.13
            FUV20200902_144736.fits   2020/09/02T14:47:36       1        33      1.02
            FUV20200902_144755.fits   2020/09/02T14:47:55       1        66      5.02
            FUV20200902_144903.fits   2020/09/02T14:49:03       1        56     30.02
            FUV20200902_145217.fits   2020/09/02T14:52:17       1        17      0.13
            FUV20200902_145236.fits   2020/09/02T14:52:36       1        53      1.02
            FUV20200902_145254.fits   2020/09/02T14:52:54       1        67      5.02
            FUV20200902_145401.fits   2020/09/02T14:54:01       1        52     30.02
            FUV20200902_145719.fits   2020/09/02T14:57:19       1        33      0.13
            FUV20200902_145737.fits   2020/09/02T14:57:37       1        98      1.02
            FUV20200902_145754.fits   2020/09/02T14:57:54       0         0      5.02
            FUV20200902_145902.fits   2020/09/02T14:59:02       1       108     30.02
            FUV20200902_150211.fits   2020/09/02T15:02:11       1        38      0.13
            FUV20200902_150237.fits   2020/09/02T15:02:37       1       144      1.02
            FUV20200902_150254.fits   2020/09/02T15:02:54       1        85      5.02
            FUV20200902_150402.fits   2020/09/02T15:04:02       1        56     30.02
            FUV20200902_150711.fits   2020/09/02T15:07:11       1        40      0.14
            FUV20200902_150737.fits   2020/09/02T15:07:37       1       108      1.03
            FUV20200902_150756.fits   2020/09/02T15:07:56       1        94      5.02
            FUV20200902_150902.fits   2020/09/02T15:09:02       1        51     30.02
            FUV20200902_151217.fits   2020/09/02T15:12:17       1       106      0.13
            FUV20200902_151236.fits   2020/09/02T15:12:36       1       170      1.02
            FUV20200902_151254.fits   2020/09/02T15:12:54       1       114      5.02
            FUV20200902_151401.fits   2020/09/02T15:14:01       1        64     30.02
            FUV20200902_151719.fits   2020/09/02T15:17:19       1        29      0.13
            FUV20200902_151736.fits   2020/09/02T15:17:36       1        59      1.02
            FUV20200902_151755.fits   2020/09/02T15:17:55       1        67      5.02
            FUV20200902_151901.fits   2020/09/02T15:19:01       1        44     30.02
            FUV20200902_152217.fits   2020/09/02T15:22:17       1         9      0.13
            FUV20200902_152237.fits   2020/09/02T15:22:37       1        29      1.02
            FUV20200902_152254.fits   2020/09/02T15:22:54       1        47      5.02
            FUV20200902_152401.fits   2020/09/02T15:24:01       1        64     30.02
            FUV20200902_152719.fits   2020/09/02T15:27:19       1        76      0.13
            FUV20200902_152737.fits   2020/09/02T15:27:37       0         3      1.02
            FUV20200902_152754.fits   2020/09/02T15:27:54       1        63      5.02
            FUV20200902_152902.fits   2020/09/02T15:29:02       1        80     30.02
            FUV20200930_132859.fits   2020/09/30T13:28:59       1        19      0.13
            FUV20200930_132917.fits   2020/09/30T13:29:17       1        24      1.02
