#2019/05 Number Pass = 76 (100.000%)
                               file                  time    pass    total5   exptime
            FUV20190515_012958.fits   2019/05/15T01:29:58       1         7      0.16
            FUV20190515_013004.fits   2019/05/15T01:30:04       1        34      1.02
            FUV20190515_013023.fits   2019/05/15T01:30:23       1        47      5.02
            FUV20190515_013130.fits   2019/05/15T01:31:30       1        44     30.02
            FUV20190515_013459.fits   2019/05/15T01:34:59       1        73      0.13
            FUV20190515_013505.fits   2019/05/15T01:35:05       1        47      1.02
            FUV20190515_013522.fits   2019/05/15T01:35:22       1        70      5.02
            FUV20190515_013639.fits   2019/05/15T01:36:39       1        58     30.02
            FUV20190515_013950.fits   2019/05/15T01:39:50       1        80      0.15
            FUV20190515_014007.fits   2019/05/15T01:40:07       1       141      1.03
            FUV20190515_014023.fits   2019/05/15T01:40:23       1       115      5.02
            FUV20190515_014139.fits   2019/05/15T01:41:39       1        60     30.02
            FUV20190515_014459.fits   2019/05/15T01:44:59       1        53      0.17
            FUV20190515_014505.fits   2019/05/15T01:45:05       1       135      1.02
            FUV20190515_014522.fits   2019/05/15T01:45:22       1        96      5.02
            FUV20190515_014630.fits   2019/05/15T01:46:30       1        71     30.02
            FUV20190515_014955.fits   2019/05/15T01:49:55       1        40      0.14
            FUV20190515_015006.fits   2019/05/15T01:50:06       1        84      1.02
            FUV20190515_015022.fits   2019/05/15T01:50:22       1       111      5.02
            FUV20190515_015139.fits   2019/05/15T01:51:39       1        68     30.02
            FUV20190515_015456.fits   2019/05/15T01:54:56       1        37      0.15
            FUV20190515_015507.fits   2019/05/15T01:55:07       1       171      1.02
            FUV20190515_015522.fits   2019/05/15T01:55:22       1        88      5.02
            FUV20190515_015632.fits   2019/05/15T01:56:32       1        60     30.02
            FUV20190515_015959.fits   2019/05/15T01:59:59       1        20      0.18
            FUV20190515_020000.fits   2019/05/15T02:00:00       1        70      1.03
            FUV20190515_020022.fits   2019/05/15T02:00:22       1        82      5.02
            FUV20190515_020132.fits   2019/05/15T02:01:32       1        56     30.02
            FUV20190515_020459.fits   2019/05/15T02:04:59       1         7      0.16
            FUV20190515_020505.fits   2019/05/15T02:05:05       1        37      1.02
            FUV20190515_020522.fits   2019/05/15T02:05:22       1        44      5.02
            FUV20190515_020630.fits   2019/05/15T02:06:30       1        38     30.02
            FUV20190515_020959.fits   2019/05/15T02:09:59       1         5      0.14
            FUV20190515_021006.fits   2019/05/15T02:10:06       1        24      1.02
            FUV20190515_021022.fits   2019/05/15T02:10:22       1        59      5.02
            FUV20190515_021130.fits   2019/05/15T02:11:30       1        46     30.02
            FUV20190515_021458.fits   2019/05/15T02:14:58       1        16      0.13
            FUV20190515_021505.fits   2019/05/15T02:15:05       1        59      1.03
            FUV20190515_021522.fits   2019/05/15T02:15:22       1        46      5.02
            FUV20190515_021632.fits   2019/05/15T02:16:32       1        56     30.02
            FUV20190515_021956.fits   2019/05/15T02:19:56       1        11      0.13
            FUV20190515_022005.fits   2019/05/15T02:20:05       1        33      1.02
            FUV20190515_022022.fits   2019/05/15T02:20:22       1        60      5.02
            FUV20190515_022130.fits   2019/05/15T02:21:30       1        56     30.02
            FUV20190515_022456.fits   2019/05/15T02:24:56       1        27      0.13
            FUV20190515_022504.fits   2019/05/15T02:25:04       1        92      1.02
            FUV20190515_022522.fits   2019/05/15T02:25:22       1        65      5.02
            FUV20190515_022639.fits   2019/05/15T02:26:39       1        69     30.02
            FUV20190515_022955.fits   2019/05/15T02:29:55       1        54      0.13
            FUV20190515_023008.fits   2019/05/15T02:30:08       1       123      1.02
            FUV20190515_023022.fits   2019/05/15T02:30:22       1        92      5.02
            FUV20190515_023139.fits   2019/05/15T02:31:39       1        55     30.02
            FUV20190515_023457.fits   2019/05/15T02:34:57       1        81      0.14
            FUV20190515_023508.fits   2019/05/15T02:35:08       1        85      1.02
            FUV20190515_023522.fits   2019/05/15T02:35:22       1        80      5.02
            FUV20190515_023639.fits   2019/05/15T02:36:39       1        66     30.02
            FUV20190515_023957.fits   2019/05/15T02:39:57       1        82      0.13
            FUV20190515_024007.fits   2019/05/15T02:40:07       1       115      1.02
            FUV20190515_024022.fits   2019/05/15T02:40:22       1       105      5.02
            FUV20190515_024130.fits   2019/05/15T02:41:30       1        62     30.02
            FUV20190515_024456.fits   2019/05/15T02:44:56       1        37      0.13
            FUV20190515_024505.fits   2019/05/15T02:45:05       1       102      1.02
            FUV20190515_024522.fits   2019/05/15T02:45:22       1        97      5.02
            FUV20190515_024630.fits   2019/05/15T02:46:30       1        50     30.02
            FUV20190515_024957.fits   2019/05/15T02:49:57       1        14      0.13
            FUV20190515_025004.fits   2019/05/15T02:50:04       1        65      1.02
            FUV20190515_025022.fits   2019/05/15T02:50:22       1        59      5.02
            FUV20190515_025139.fits   2019/05/15T02:51:39       1        45     30.02
            FUV20190515_025459.fits   2019/05/15T02:54:59       1         9      0.14
            FUV20190515_025508.fits   2019/05/15T02:55:08       1        40      1.02
            FUV20190515_025522.fits   2019/05/15T02:55:22       1        51      5.02
            FUV20190515_025630.fits   2019/05/15T02:56:30       1        58     30.02
            FUV20190515_025958.fits   2019/05/15T02:59:58       1        12      0.13
            FUV20190515_030005.fits   2019/05/15T03:00:05       1        21      1.03
            FUV20190515_030023.fits   2019/05/15T03:00:23       1        56      5.02
            FUV20190515_030139.fits   2019/05/15T03:01:39       1        70     30.02
