#2019/07 Number Pass = 75 (98.6842%)
                               file                  time    pass    total5   exptime
            NUV20190710_130823.fits   2019/07/10T13:08:23       1        50      0.10
            NUV20190710_130840.fits   2019/07/10T13:08:40       1       118      1.02
            NUV20190710_130859.fits   2019/07/10T13:08:59       1        87      5.02
            NUV20190710_130945.fits   2019/07/10T13:09:45       1        56     30.02
            NUV20190710_131325.fits   2019/07/10T13:13:25       1        54      0.09
            NUV20190710_131347.fits   2019/07/10T13:13:47       1        60      1.02
            NUV20190710_131356.fits   2019/07/10T13:13:56       1        60      5.02
            NUV20190710_131445.fits   2019/07/10T13:14:45       1        65     30.02
            NUV20190710_131829.fits   2019/07/10T13:18:29       1         9      0.06
            NUV20190710_131849.fits   2019/07/10T13:18:49       1        72      1.02
            NUV20190710_131856.fits   2019/07/10T13:18:56       1        43      5.02
            NUV20190710_131943.fits   2019/07/10T13:19:43       1        59     30.02
            NUV20190710_132328.fits   2019/07/10T13:23:28       1        17      0.05
            NUV20190710_132349.fits   2019/07/10T13:23:49       1        22      1.04
            NUV20190710_132355.fits   2019/07/10T13:23:55       1        48      5.02
            NUV20190710_132445.fits   2019/07/10T13:24:45       1        70     30.02
            NUV20190710_132828.fits   2019/07/10T13:28:28       1        17      0.06
            NUV20190710_132843.fits   2019/07/10T13:28:43       1        21      1.05
            NUV20190710_132855.fits   2019/07/10T13:28:55       1        46      5.02
            NUV20190710_132943.fits   2019/07/10T13:29:43       1        80     30.02
            NUV20190710_133329.fits   2019/07/10T13:33:29       1        14      0.05
            NUV20190710_133341.fits   2019/07/10T13:33:41       1        30      1.03
            NUV20190710_133356.fits   2019/07/10T13:33:56       1        51      5.02
            NUV20190710_133446.fits   2019/07/10T13:34:46       1        60     30.02
            NUV20190710_133820.fits   2019/07/10T13:38:20       1        16      0.06
            NUV20190710_133841.fits   2019/07/10T13:38:41       1        46      1.03
            NUV20190710_133855.fits   2019/07/10T13:38:55       1        71      5.02
            NUV20190710_133945.fits   2019/07/10T13:39:45       1        45     30.02
            NUV20190710_134329.fits   2019/07/10T13:43:29       1        47      0.06
            NUV20190710_134343.fits   2019/07/10T13:43:43       1       124      1.05
            NUV20190710_134355.fits   2019/07/10T13:43:55       1       103      5.02
            NUV20190710_134446.fits   2019/07/10T13:44:46       1        62     30.02
            NUV20190710_134821.fits   2019/07/10T13:48:21       1        43      0.08
            NUV20190710_134847.fits   2019/07/10T13:48:47       1       143      1.02
            NUV20190710_134855.fits   2019/07/10T13:48:55       1       111      5.02
            NUV20190710_134943.fits   2019/07/10T13:49:43       1        65     30.02
            NUV20190710_135328.fits   2019/07/10T13:53:28       1        29      0.06
            NUV20190710_135341.fits   2019/07/10T13:53:41       1       105      1.05
            NUV20190710_135355.fits   2019/07/10T13:53:55       1       105      5.02
            NUV20190710_135443.fits   2019/07/10T13:54:43       1        64     30.02
            NUV20190710_135824.fits   2019/07/10T13:58:24       1        63      0.10
            NUV20190710_135841.fits   2019/07/10T13:58:41       1       120      1.03
            NUV20190710_135855.fits   2019/07/10T13:58:55       1        92      5.02
            NUV20190710_135942.fits   2019/07/10T13:59:42       1        78     30.02
            NUV20190710_140327.fits   2019/07/10T14:03:27       1        32      0.11
            NUV20190710_140342.fits   2019/07/10T14:03:42       1        80      1.03
            NUV20190710_140355.fits   2019/07/10T14:03:55       1        67      5.02
            NUV20190710_140444.fits   2019/07/10T14:04:44       1        83     30.02
            NUV20190710_140821.fits   2019/07/10T14:08:21       1         6      0.08
            NUV20190710_140840.fits   2019/07/10T14:08:40       1        24      1.02
            NUV20190710_140855.fits   2019/07/10T14:08:55       1        45      5.02
            NUV20190710_140945.fits   2019/07/10T14:09:45       1        49     30.02
            NUV20190710_141320.fits   2019/07/10T14:13:20       1        22      0.08
            NUV20190710_141347.fits   2019/07/10T14:13:47       1        33      1.02
            NUV20190710_141356.fits   2019/07/10T14:13:56       1        52      5.02
            NUV20190710_141446.fits   2019/07/10T14:14:46       1        64     30.02
            NUV20190710_141822.fits   2019/07/10T14:18:22       1         6      0.08
            NUV20190710_141840.fits   2019/07/10T14:18:40       1        10      1.05
            NUV20190710_141855.fits   2019/07/10T14:18:55       1        52      5.02
            NUV20190710_141942.fits   2019/07/10T14:19:42       1        67     30.02
            NUV20190710_142328.fits   2019/07/10T14:23:28       1        10      0.05
            NUV20190710_142340.fits   2019/07/10T14:23:40       1        25      1.04
            NUV20190710_142355.fits   2019/07/10T14:23:55       1        36      5.02
            NUV20190710_142443.fits   2019/07/10T14:24:43       1        82     30.02
            NUV20190710_142824.fits   2019/07/10T14:28:24       1        21      0.10
            NUV20190710_142841.fits   2019/07/10T14:28:41       0         3      1.03
            NUV20190710_142855.fits   2019/07/10T14:28:55       1        54      5.02
            NUV20190710_142944.fits   2019/07/10T14:29:44       1        48     30.02
            NUV20190710_143328.fits   2019/07/10T14:33:28       1        35      0.06
            NUV20190710_143347.fits   2019/07/10T14:33:47       1        97      1.02
            NUV20190710_143356.fits   2019/07/10T14:33:56       1        87      5.02
            NUV20190710_143445.fits   2019/07/10T14:34:45       1        67     30.02
            NUV20190710_143828.fits   2019/07/10T14:38:28       1        80      0.06
            NUV20190710_143849.fits   2019/07/10T14:38:49       1        91      1.02
            NUV20190710_143855.fits   2019/07/10T14:38:55       1        75      5.02
            NUV20190710_143943.fits   2019/07/10T14:39:43       1        67     30.02
