            Amp1      ,Amp2      ,P1             ,Phi1      ,Phi2      ,Trend               ,Quad                ,Offset    ,Scale     ,OffDrop   ,AmpInc    ,OffNSop   
fuv1=[ 0.22707  , 0.14684  ,  3.2668e+07   , 0.54780  , 1.24148  ,  2.800735346e-08   ,  5.683762413e-16   , -0.56694 ,   0.34551,   0.41116,   8.22225,  -0.01079]
fuv2=[ 0.30433  , 0.23619  ,  3.1710e+07   , 0.39090  , 0.90868  ,  2.794965447e-08   ,  4.140448091e-16   , -0.54863 ,   0.43092,   0.47175,   4.62292,  -0.02325]
fuv3=[ 1.69233  , 1.61161  ,  3.1598e+07   , 0.34261  , 0.87905  ,  2.956069379e-08   ,  1.191029934e-15   , -0.83953 ,   0.20871,   0.31972,   0.98863,  -0.28183]
fuv4=[ 0.32544  , 0.23524  ,  3.1949e+07   , 0.45824  , 0.99342  ,  1.755574458e-08   ,  9.854332376e-16   , -0.55224 ,   0.21934,   0.31352,   7.48425,   0.06973]
nuv1=[ 0.59143  , 0.57055  ,  3.1607e+07   , 0.31535  , -0.10471 ,  4.799290036e-09   ,  1.926364681e-16   , -0.20611 ,   0.35688,   0.80588,   0.43661,   0.05054]
nuv2=[ 0.74602  , 0.69290  ,  3.1654e+07   , 0.32541  , 0.89458  ,  3.562004702e-09   ,  2.873002169e-16   , -0.23126 ,   0.12149,   0.36016,   0.55561,   0.34187]
nuv3=[ 0.28005  , 0.25698  ,  3.1574e+07   , 0.33936  , 0.89034  ,  9.622640862e-09   ,  3.540178508e-16   , -0.11912 ,   0.30499,   0.30067,   0.95074,  -0.12460]
nuv4=[ 0.46020  , 0.45435  ,  3.1635e+07   , 0.33972  , 0.90263  ,  8.605393340e-09   ,  3.306691135e-16   , -0.26891 ,   0.28835,   0.34102,   0.50576,  -0.09629]
