                  Amp1      ,Amp2      ,P1             ,Phi1      ,Phi2      ,Trend               ,Quad                ,Offset    ,Scale     ,OffDrop   ,AmpInc    ,OffNSop   
fuv1=[ 0.26247  , 0.16107  ,  3.2876e+07   , 0.55954  , 1.28325  ,  2.747729849e-08   ,  5.994395736e-16   , -0.54576 ,   0.18066,   0.28330,   9.10134,   1.15533]
fuv2=[ 0.32572  , 0.24422  ,  3.1847e+07   , 0.40397  , 0.93813  ,  2.756844283e-08   ,  4.435399530e-16   , -0.53937 ,   0.23571,   0.22551,   4.55209,   1.06558]
fuv3=[ 1.70086  , 1.60682  ,  3.1652e+07   , 0.34286  , 0.88716  ,  2.845539550e-08   ,  1.236426196e-15   , -0.79526 ,   0.08544,   0.21159,   1.03616,   1.46560]
fuv4=[ 0.34980  , 0.24589  ,  3.2254e+07   , 0.48954  , 1.06316  ,  1.623374138e-08   ,  1.040563564e-15   , -0.50595 ,   0.09856,   0.21699,   8.94474,   1.35809]
nuv1=[ 0.59455  , 0.55927  ,  3.1609e+07   , 0.32084  , -0.10785 ,  4.734113092e-09   ,  2.076650621e-16   , -0.21190 ,   0.13890,   0.43605,   0.59804,   0.45657]
nuv2=[ 0.74602  , 0.69290  ,  3.1654e+07   , 0.32541  , 0.89458  ,  3.562004702e-09   ,  2.873002169e-16   , -0.23126 ,   0.12149,   0.36016,   0.55561,   0.34187]
nuv3=[ 0.27550  , 0.25238  ,  3.1632e+07   , 0.34171  , 0.89868  ,  9.523273231e-09   ,  3.623082920e-16   , -0.11271 ,   0.17460,   0.19867,   1.05660,   0.35532]
nuv4=[ 0.45788  , 0.45099  ,  3.1645e+07   , 0.33739  , 0.90396  ,  8.403188637e-09   ,  3.403654954e-16   , -0.25602 ,   0.17363,   0.23376,   0.53847,   0.27626]
