                  Amp1      ,Amp2      ,P1             ,Phi1      ,Phi2      ,Trend               ,Quad                ,Offset    ,Scale     ,OffDrop   ,AmpInc    ,OffNSop   
fuv1=[ 0.24353  , 0.14831  ,  3.2877e+07   , 0.55958  , 1.28312  ,  2.747592140e-08   ,  5.839828956e-16   , -0.54579 ,   0.28855,   0.39300,   9.10224,   0.32835]
fuv2=[ 0.29961  , 0.22739  ,  3.1848e+07   , 0.40402  , 0.93822  ,  2.756572669e-08   ,  4.289751469e-16   , -0.53940 ,   0.37059,   0.37261,   4.55072,   0.24408]
fuv3=[ 1.70120  , 1.60650  ,  3.1646e+07   , 0.34286  , 0.88734  ,  2.845255024e-08   ,  1.223695813e-15   , -0.79526 ,   0.13824,   0.26568,   1.03596,   0.63011]
fuv4=[ 0.33782  , 0.23399  ,  3.2257e+07   , 0.48969  , 1.06305  ,  1.623049512e-08   ,  1.023078060e-15   , -0.50600 ,   0.16981,   0.28676,   8.94207,   0.51390]
nuv1=[ 0.59455  , 0.55915  ,  3.1603e+07   , 0.32084  , -0.10783 ,  4.733166411e-09   ,  2.076235353e-16   , -0.21194 ,   0.19387,   0.48756,   0.59792,   0.32465]
nuv2=[ 0.74602  , 0.69290  ,  3.1654e+07   , 0.32541  , 0.89458  ,  3.562004702e-09   ,  2.873002169e-16   , -0.23126 ,   0.12149,   0.36016,   0.55561,   0.34187]
nuv3=[ 0.27547  , 0.25015  ,  3.1629e+07   , 0.34168  , 0.89895  ,  9.520416820e-09   ,  3.621996212e-16   , -0.11274 ,   0.25429,   0.24664,   1.05627,   0.03047]
nuv4=[ 0.45788  , 0.45089  ,  3.1639e+07   , 0.33739  , 0.90414  ,  8.401508251e-09   ,  3.402974326e-16   , -0.25608 ,   0.24201,   0.28734,   0.53837,   0.02337]
